material_id,cpse_name,cpse_material_code,category,noun,modifier,description,unit_of_measure,attribute_values,technical_spec,unspsc_code,functional_equivalent_group,common_national_material_code,is_duplicate,ai_match_confidence,best_match_material_id,best_match_cpse,best_match_code,best_match_description
514,GAIL,GA000514,Electrical,TRANSFORMER,HV,TRANSFORMER HV TYPE Power Rating:5HP,NOS,"{'Voltage': '415V', 'Current Rating': '20HP', 'Power Rating': '5HP', 'Conductor Material': 'BRONZE', 'Insulation Type': 'HEAVY'}",Voltage: 415V | Current Rating: 20HP | Power Rating: 5HP | Conductor Material: BRONZE | Insulation Type: HEAVY,26000051,514,CNMC-000514,False,67.1,513,CPCL,CP000513,TRANSFORMER (HV) Insulation Type:HEAVY
733,HPCL,HP000733,Instruments,FLOW METER,ANALOG,ANALOG FLOW METER Housing Material:STAINLESS STEEL 304,NOS,"{'Range': '0-100 BAR', 'Accuracy': 'HEAVY', 'Output Signal': 'LIGHT', 'Process Connection': 'STD', 'Housing Material': 'STAINLESS STEEL 304'}",Range: 0-100 BAR | Accuracy: HEAVY | Output Signal: LIGHT | Process Connection: STD | Housing Material: STAINLESS STEEL 304,41000046,733,CNMC-000733,True,93.6,735,NTPC,NT000735,FLOW METER (ANALOG) Housing Material:STAINLESS STEEL 304
45,BPCL,BP000045,Pipes & Tubes,TUBE,STAINLESS STEEL,STAINLESS STEL TUBE Wall Thickness:3mm,FOOT,"{'Diameter': '12""', 'Wall Thickness': '3mm', 'Length': '10FT', 'Material Grade': 'STAINLESS STEEL 304', 'End Type': 'STD'}","Diameter: 12"" | Wall Thickness: 3mm | Length: 10FT | Material Grade: STAINLESS STEEL 304 | End Type: STD",27100037,42,CNMC-000042,True,87.5,44,NTPC,NT000044,TUBE STAINLESS STEL TYPE Wall Thickness:3mm
693,HPCL,HP000693,Instruments,CONTROL VALVE,DIGITAL,digital control valve accuracy:normal,EACH,"{'Range': '0-40 BAR', 'Accuracy': 'NORMAL', 'Output Signal': 'HEAVY', 'Process Connection': 'HEAVY', 'Housing Material': 'CAST IRON'}",Range: 0-40 BAR | Accuracy: NORMAL | Output Signal: HEAVY | Process Connection: HEAVY | Housing Material: CAST IRON,41000013,692,CNMC-000692,True,85.8,692,SAIL,SA000692,CONTROL VALVE (DIGITAL) Accuracy:NORMAL
852,IOCL,IO000852,Fasteners,STUD,SPRING,STUD SPRING SPECIAL,KG,{},,31160032,852,CNMC-000852,False,45.8,390,BPCL,BP000390,STUD (SPRING) Length:20FT
245,HPCL,HP000245,Bearings,BEARING,BALL,BALL BEARING Seal Type:LIGHT,NOS,"{'Inside Diameter': '3""', 'Outside Diameter': '2""', 'Width': '3mm', 'Load Rating': '5HP', 'Seal Type': 'LIGHT'}","Inside Diameter: 3"" | Outside Diameter: 2"" | Width: 3mm | Load Rating: 5HP | Seal Type: LIGHT",31170062,245,CNMC-000245,True,90.7,246,BPCL,BP000246,ball type bearing seal type:light
212,IOCL,IO000212,Bearings,BEARING,THRUST,"THRUST TYPE BEARING Outside Diameter:3""",EACH,"{'Inside Diameter': '4""', 'Outside Diameter': '3""', 'Width': '12mm', 'Load Rating': '100HP', 'Seal Type': 'HEAVY'}","Inside Diameter: 4"" | Outside Diameter: 3"" | Width: 12mm | Load Rating: 100HP | Seal Type: HEAVY",31170062,210,CNMC-000210,True,81.7,210,CPCL,CP000210,"THRUST TYPE BEARING Inside Diameter:4"""
406,CCL,CC000406,Fasteners,WASHER,SOCKET HEAD,WASHER (SOCKET HEAD) Length:20FT,NOS,"{'Diameter': '4""', 'Length': '20FT', 'Thread Pitch': 'LIGHT', 'Material Grade': 'CARBON STEEL', 'Finish': 'HIGH'}","Diameter: 4"" | Length: 20FT | Thread Pitch: LIGHT | Material Grade: CARBON STEEL | Finish: HIGH",31160015,406,CNMC-000406,True,100.0,407,NTPC,NT000407,WASHER (SOCKET HEAD) Length:20FT
142,SAIL,SA000142,Valves,VALVE,BALL,VALVE BALL TYPE End Connection:NORMAL,EACH,"{'Size': '3""', 'Pressure Rating': '2500 PSI', 'Body Material': 'STAINLESS STEEL 304', 'End Connection': 'NORMAL', 'Temperature Rating': '10HP'}","Size: 3"" | Pressure Rating: 2500 PSI | Body Material: STAINLESS STEEL 304 | End Connection: NORMAL | Temperature Rating: 10HP",40140061,140,CNMC-000140,True,84.5,140,BPCL,BP000140,BALL VALVE End Connection:NORMAL
573,BHEL,BH000573,Electrical,CIRCUIT BREAKER,INSTRUMENTATION,INSTRUMENTATION CIRCUIT BREAKER Conductor Material:CARBON STEEL,METER,"{'Voltage': '230V', 'Current Rating': '50KW', 'Power Rating': '10HP', 'Conductor Material': 'CARBON STEEL', 'Insulation Type': 'HEAVY'}",Voltage: 230V | Current Rating: 50KW | Power Rating: 10HP | Conductor Material: CARBON STEEL | Insulation Type: HEAVY,26000027,571,CNMC-000571,True,83.4,571,ONGC,ON000571,"circuit breaker, instrumentation conductor material:carbon stel"
381,BPCL,BP000381,Fasteners,NUT,HEX HEAD,NUT (HEX HEAD) Finish:STD,NOS,"{'Diameter': '10""', 'Length': '3M', 'Thread Pitch': 'LIGHT', 'Material Grade': 'CARBON STEEL', 'Finish': 'STD'}","Diameter: 10"" | Length: 3M | Thread Pitch: LIGHT | Material Grade: CARBON STEEL | Finish: STD",31160062,381,CNMC-000381,True,100.0,384,ONGC,ON000384,NUT (HEX HEAD) Finish:STD
785,NTPC,NT000785,Instruments,FLOW METER,ANALOG,FLOW METER ANALOG SPECIAL,EACH,{},,41000046,785,CNMC-000785,False,45.5,737,BHEL,BH000737,FLOW METER (ANALOG) Output Signal:LIGHT
306,BPCL,BP000306,Bearings,BEARING,BALL,"BEARING (BALL) Outside Diameter:3/4""",EACHS,"{'Inside Diameter': '1""', 'Outside Diameter': '3/4""', 'Width': '2mm', 'Load Rating': '15HP', 'Seal Type': 'HIGH'}","Inside Diameter: 1"" | Outside Diameter: 3/4"" | Width: 2mm | Load Rating: 15HP | Seal Type: HIGH",31170062,306,CNMC-000306,False,61.9,304,CPCL,CP000304,BEARING-BALL Width:2mm
585,ONGC,ON000585,Electrical,CIRCUIT BREAKER,HV,HV TYPE CIRCUIT BREAKER Conductor Material:CAST IRON,EACHS,"{'Voltage': '230V', 'Current Rating': '5HP', 'Power Rating': '5KW', 'Conductor Material': 'CAST IRON', 'Insulation Type': 'STD'}",Voltage: 230V | Current Rating: 5HP | Power Rating: 5KW | Conductor Material: CAST IRON | Insulation Type: STD,26000027,585,CNMC-000585,False,65.9,586,BHEL,BH000586,HV TYPE CIRCUIT BREAKER Power Rating:5KW
315,NTPC,NT000315,Fasteners,NUT,SOCKET HEAD,"NUT-SOCKET HEAD Diameter:8""",KG,"{'Diameter': '8""', 'Length': '6M', 'Thread Pitch': 'LIGHT', 'Material Grade': 'CARBON STEEL', 'Finish': 'NORMAL'}","Diameter: 8"" | Length: 6M | Thread Pitch: LIGHT | Material Grade: CARBON STEEL | Finish: NORMAL",31160062,315,CNMC-000315,False,75.2,314,HPCL,HP000314,"NUT, SOCKET HEAD Length:6M"
317,HPCL,HP000317,Fasteners,BOLT,SOCKET HEAD,"BOLT, SOCKET HEAD Material Grade:CARBON STEEL",NOSS,"{'Diameter': '6""', 'Length': '6M', 'Thread Pitch': 'HIGH', 'Material Grade': 'CARBON STEEL', 'Finish': 'NORMAL'}","Diameter: 6"" | Length: 6M | Thread Pitch: HIGH | Material Grade: CARBON STEEL | Finish: NORMAL",31160064,317,CNMC-000317,False,62.7,320,NTPC,NT000320,"BOLT, SOCKET HEAD Finish:NORMAL"
138,CCL,CC000138,Valves,VALVE,CHECK,VALVE-CHECK Temperature Rating:10HP,EACH,"{'Size': '4""', 'Pressure Rating': '600 PSI', 'Body Material': 'CAST IRON', 'End Connection': 'HEAVY', 'Temperature Rating': '10HP'}","Size: 4"" | Pressure Rating: 600 PSI | Body Material: CAST IRON | End Connection: HEAVY | Temperature Rating: 10HP",40140061,138,CNMC-000138,False,60.1,136,NTPC,NT000136,VALVE-CHECK Pressure Rating:600 PSI
845,GAIL,GA000845,Valves,VALVE,PRESSURE RELIEF,VALVE PRESSURE RELIEF CUSTOM,NOS,{},,40140061,842,CNMC-000842,True,80.0,842,GAIL,GA000842,VALVE PRESSURE RELIEF CUSTOM
859,IOCL,IO000859,Bearings,BEARING,TAPERED ROLLER,BEARING TAPERED ROLLER STD,NOS,{},,31170062,779,CNMC-000779,True,80.0,779,ONGC,ON000779,BEARING TAPERED ROLLER STD
831,CCL,CC000831,Gaskets & Seals,O-RING,RUBBER,O-RING RUBBER STD,NOS,{},,31180009,831,CNMC-000831,False,52.3,768,ONGC,ON000768,O-RING RUBBER SPECIAL
61,ONGC,ON000061,Pipes & Tubes,PIPE,STAINLESS STEEL,PIPE (STAINLESS STEEL) End Type:STD,METER,"{'Diameter': '10""', 'Wall Thickness': '15mm', 'Length': '20FT', 'Material Grade': 'CARBON STEEL', 'End Type': 'STD'}","Diameter: 10"" | Wall Thickness: 15mm | Length: 20FT | Material Grade: CARBON STEEL | End Type: STD",27100067,61,CNMC-000061,False,72.8,56,GAIL,GA000056,STNLSS STEEL TYPE PIPE End Type:STD
616,CCL,CC000616,Gaskets & Seals,GASKET,SPIRAL WOUND,"GASKET-SPIRAL WOUND Outer Diameter:8""",NOS,"{'Inner Diameter': '6""', 'Outer Diameter': '8""', 'Thickness': '10mm', 'Material': 'STAINLESS STEEL 316', 'Pressure Rating': '2500 PSI'}","Inner Diameter: 6"" | Outer Diameter: 8"" | Thickness: 10mm | Material: STAINLESS STEEL 316 | Pressure Rating: 2500 PSI",31180096,615,CNMC-000615,True,82.1,615,HPCL,HP000615,"SPIRAL WOUND TYPE GASKET Outer Diameter:8"""
670,SAIL,SA000670,Instruments,FLOW METER,ELECTRONIC,ELECTRONIC TYPE FLOW METER Range:0-16 BAR,NOSS,"{'Range': '0-16 BAR', 'Accuracy': 'LIGHT', 'Output Signal': 'HEAVY', 'Process Connection': 'HEAVY', 'Housing Material': 'BRONZE'}",Range: 0-16 BAR | Accuracy: LIGHT | Output Signal: HEAVY | Process Connection: HEAVY | Housing Material: BRONZE,41000046,669,CNMC-000669,True,91.1,669,IOCL,IO000669,flow meter electronic type range:0-16 bar
535,ONGC,ON000535,Electrical,SWITCH,HV,SWITCH (HV) Power Rating:5KW,EACH,"{'Voltage': '11KV', 'Current Rating': '50KW', 'Power Rating': '5KW', 'Conductor Material': 'CAST IRON', 'Insulation Type': 'STD'}",Voltage: 11KV | Current Rating: 50KW | Power Rating: 5KW | Conductor Material: CAST IRON | Insulation Type: STD,26000002,535,CNMC-000535,False,65.8,533,SAIL,SA000533,SWITCH-HV Current Rating:50KW
538,BHEL,BH000538,Electrical,CIRCUIT BREAKER,MV,CIRCUIT BREAKER-MV Voltage:230V,EACH,"{'Voltage': '230V', 'Current Rating': '100HP', 'Power Rating': '20HP', 'Conductor Material': 'CAST IRON', 'Insulation Type': 'HIGH'}",Voltage: 230V | Current Rating: 100HP | Power Rating: 20HP | Conductor Material: CAST IRON | Insulation Type: HIGH,26000027,537,CNMC-000537,True,100.0,537,SAIL,SA000537,CIRCUIT BREAKER-MV Voltage:230V
67,GAIL,GA000067,Pipes & Tubes,TUBE,WELDED,WELDED TYPE TUBE End Type:HEAVY,FOOTS,"{'Diameter': '4""', 'Wall Thickness': '12mm', 'Length': '10FT', 'Material Grade': 'STAINLESS STEEL 316', 'End Type': 'HEAVY'}","Diameter: 4"" | Wall Thickness: 12mm | Length: 10FT | Material Grade: STAINLESS STEEL 316 | End Type: HEAVY",27100037,67,CNMC-000067,True,90.5,71,NTPC,NT000071,WELDED TUBE End Type:HEAVY
409,ONGC,ON000409,Fasteners,BOLT,FLANGE,BOLT-FLANGE Finish:HEAVY,NOS,"{'Diameter': '8""', 'Length': '20FT', 'Thread Pitch': 'HIGH', 'Material Grade': 'CAST IRON', 'Finish': 'HEAVY'}","Diameter: 8"" | Length: 20FT | Thread Pitch: HIGH | Material Grade: CAST IRON | Finish: HEAVY",31160064,409,CNMC-000409,True,100.0,411,GAIL,GA000411,BOLT (FLANGE) Finish:HEAVY
594,ONGC,ON000594,Gaskets & Seals,PACKING,GRAPHITE,GRAPHITE TYPE PACKING Thickness:8mm,NOS,"{'Inner Diameter': '4""', 'Outer Diameter': '3/4""', 'Thickness': '8mm', 'Material': 'ALLOY STEEL', 'Pressure Rating': '600 PSI'}","Inner Diameter: 4"" | Outer Diameter: 3/4"" | Thickness: 8mm | Material: ALLOY STEEL | Pressure Rating: 600 PSI",31180089,594,CNMC-000594,True,83.6,596,CPCL,CP000596,"PACKING, GRAPHITE Thickness:8mm"
140,BPCL,BP000140,Valves,VALVE,BALL,BALL VALVE End Connection:NORMAL,NOS,"{'Size': '3""', 'Pressure Rating': '2500 PSI', 'Body Material': 'STAINLESS STEEL 304', 'End Connection': 'NORMAL', 'Temperature Rating': '10HP'}","Size: 3"" | Pressure Rating: 2500 PSI | Body Material: STAINLESS STEEL 304 | End Connection: NORMAL | Temperature Rating: 10HP",40140061,140,CNMC-000140,True,84.5,142,SAIL,SA000142,VALVE BALL TYPE End Connection:NORMAL
577,HPCL,HP000577,Electrical,CABLE,LV,LV TYPE CABLE Current Rating:50HP,EACH,"{'Voltage': '230V', 'Current Rating': '50HP', 'Power Rating': '25HP', 'Conductor Material': 'STAINLESS STEEL 304', 'Insulation Type': 'LIGHT'}",Voltage: 230V | Current Rating: 50HP | Power Rating: 25HP | Conductor Material: STAINLESS STEEL 304 | Insulation Type: LIGHT,26000075,576,CNMC-000576,True,100.0,578,SAIL,SA000578,LV TYPE CABLE Current Rating:50HP
425,CPCL,CP000425,Pumps,PUMP,GEAR,GEAR TYPE PUMP Speed:HEAVY,EACHS,"{'Flow Rate': '50 M3/H', 'Head': 'LIGHT', 'Power': '10HP', 'Speed': 'HEAVY', 'Impeller Material': 'ALLOY STEEL'}",Flow Rate: 50 M3/H | Head: LIGHT | Power: 10HP | Speed: HEAVY | Impeller Material: ALLOY STEEL,40150077,425,CNMC-000425,False,69.5,426,NTPC,NT000426,PUMP GEAR TYPE Head:LIGHT
426,NTPC,NT000426,Pumps,PUMP,GEAR,PUMP GEAR TYPE Head:LIGHT,EACHS,"{'Flow Rate': '50 M3/H', 'Head': 'LIGHT', 'Power': '10HP', 'Speed': 'HEAVY', 'Impeller Material': 'ALLOY STEEL'}",Flow Rate: 50 M3/H | Head: LIGHT | Power: 10HP | Speed: HEAVY | Impeller Material: ALLOY STEEL,40150077,426,CNMC-000426,False,69.5,425,CPCL,CP000425,GEAR TYPE PUMP Speed:HEAVY
297,CCL,CC000297,Bearings,BEARING,SPHERICAL,"BEARING, SPHERICAL Width:8mm",EACH,"{'Inside Diameter': '3""', 'Outside Diameter': '6""', 'Width': '8mm', 'Load Rating': '15HP', 'Seal Type': 'STD'}","Inside Diameter: 3"" | Outside Diameter: 6"" | Width: 8mm | Load Rating: 15HP | Seal Type: STD",31170062,297,CNMC-000297,True,100.0,301,BPCL,BP000301,BEARING-SPHERICAL Width:8mm
644,SAIL,SA000644,Gaskets & Seals,O-RING,GRAPHITE,GRAPHITE TYPE O-RING Material:BRONZE,EACH,"{'Inner Diameter': '4""', 'Outer Diameter': '3/4""', 'Thickness': '20mm', 'Material': 'BRONZE', 'Pressure Rating': '600 PSI'}","Inner Diameter: 4"" | Outer Diameter: 3/4"" | Thickness: 20mm | Material: BRONZE | Pressure Rating: 600 PSI",31180009,642,CNMC-000642,True,100.0,643,BPCL,BP000643,GRAPHITE TYPE O-RING Material:BRONZE
169,BPCL,BP000169,Valves,VALVE,PRESSURE RELIEF,VALVE-PRESSURE RELIEF Temperature Rating:10KW,EACH,"{'Size': '2""', 'Pressure Rating': '300 PSI', 'Body Material': 'BRONZE', 'End Connection': 'HEAVY', 'Temperature Rating': '10KW'}","Size: 2"" | Pressure Rating: 300 PSI | Body Material: BRONZE | End Connection: HEAVY | Temperature Rating: 10KW",40140061,169,CNMC-000169,True,88.3,173,NTPC,NT000173,VALVE PRESSURE RELIEF TYPE Temperature Rating:10KW
312,CPCL,CP000312,Fasteners,BOLT,SOCKET HEAD,BOLT (SOCKET HEAD) Material Grade:STAINLESS STEEL 304,KG,"{'Diameter': '12""', 'Length': '20FT', 'Thread Pitch': 'NORMAL', 'Material Grade': 'STAINLESS STEEL 304', 'Finish': 'HEAVY'}","Diameter: 12"" | Length: 20FT | Thread Pitch: NORMAL | Material Grade: STAINLESS STEEL 304 | Finish: HEAVY",31160064,312,CNMC-000312,True,93.9,313,BPCL,BP000313,BOLT SOCKET HEAD TYPE Material Grade:STAINLESS STEEL 304
228,CCL,CC000228,Bearings,BEARING,BALL,"BEARING-BALL Outside Diameter:3""",EACH,"{'Inside Diameter': '8""', 'Outside Diameter': '3""', 'Width': '5mm', 'Load Rating': '50KW', 'Seal Type': 'STD'}","Inside Diameter: 8"" | Outside Diameter: 3"" | Width: 5mm | Load Rating: 50KW | Seal Type: STD",31170062,227,CNMC-000227,True,82.7,227,GAIL,GA000227,"BALL BEARING Outside Diameter:3"""
539,GAIL,GA000539,Electrical,CIRCUIT BREAKER,MV,MV CIRCUIT BREAKER Insulation Type:HIGH,EACH,"{'Voltage': '230V', 'Current Rating': '100HP', 'Power Rating': '20HP', 'Conductor Material': 'CAST IRON', 'Insulation Type': 'HIGH'}",Voltage: 230V | Current Rating: 100HP | Power Rating: 20HP | Conductor Material: CAST IRON | Insulation Type: HIGH,26000027,536,CNMC-000536,True,90.8,541,IOCL,IO000541,MV TYPE CIRCUIT BREAKER Insulation Type:HIGH
77,ONGC,ON000077,Pipes & Tubes,TUBING,WELDED,"TUBING, WELDED Diameter:6""",METER,"{'Diameter': '6""', 'Wall Thickness': '12mm', 'Length': '20FT', 'Material Grade': 'STAINLESS STEEL 304', 'End Type': 'HIGH'}","Diameter: 6"" | Wall Thickness: 12mm | Length: 20FT | Material Grade: STAINLESS STEEL 304 | End Type: HIGH",27100056,77,CNMC-000077,False,76.7,79,BHEL,BH000079,"WELDED TUBING Diameter:6"""
592,BPCL,BP000592,Gaskets & Seals,PACKING,GRAPHITE,PACKING GRAPHITE TYPE Material:ALLOY STEEL,NOS,"{'Inner Diameter': '12""', 'Outer Diameter': '3/4""', 'Thickness': '12mm', 'Material': 'ALLOY STEEL', 'Pressure Rating': '2500 PSI'}","Inner Diameter: 12"" | Outer Diameter: 3/4"" | Thickness: 12mm | Material: ALLOY STEEL | Pressure Rating: 2500 PSI",31180089,592,CNMC-000592,True,85.5,593,IOCL,IO000593,GRAPHITE PACKING Material:ALLOY STEEL
811,BHEL,BH000811,Gaskets & Seals,O-RING,SPIRAL WOUND,O-RING SPIRAL WOUND CUSTOM,EACH,{},,31180009,796,CNMC-000796,True,80.0,796,SAIL,SA000796,O-RING SPIRAL WOUND CUSTOM
705,SAIL,SA000705,Instruments,TEMPERATURE TRANSMITTER,ELECTRONIC,ELECTRONIC TEMPERATURE TRANSMITTER Housing Material:STAINLESS STEEL 316,NOSS,"{'Range': '0-25 BAR', 'Accuracy': 'NORMAL', 'Output Signal': 'HEAVY', 'Process Connection': 'STD', 'Housing Material': 'STAINLESS STEEL 316'}",Range: 0-25 BAR | Accuracy: NORMAL | Output Signal: HEAVY | Process Connection: STD | Housing Material: STAINLESS STEEL 316,41000059,705,CNMC-000705,True,92.4,710,ONGC,ON000710,"TEMPERATURE TRANSMITTER, ELECTRONIC Housing Material:STAINLESS STEEL 316"
820,CCL,CC000820,Electrical,SWITCH,CONTROL,SWITCH CONTROL HEAVY,NOS,{},,26000002,820,CNMC-000820,False,51.2,836,GAIL,GA000836,SWITCH CONTROL SPECIAL
327,GAIL,GA000327,Fasteners,NUT,HEX HEAD,"nut hex head type diameter:8""",NOS,"{'Diameter': '8""', 'Length': '20FT', 'Thread Pitch': 'NORMAL', 'Material Grade': 'STAINLESS STEEL 304', 'Finish': 'LIGHT'}","Diameter: 8"" | Length: 20FT | Thread Pitch: NORMAL | Material Grade: STAINLESS STEEL 304 | Finish: LIGHT",31160062,326,CNMC-000326,True,81.5,326,CPCL,CP000326,"NUT (HEX HEAD) Diameter:8"""
660,HPCL,HP000660,Gaskets & Seals,SEAL,METAL JACKETED,"SEAL-METAL JACKETED Inner Diameter:3""",NOS,"{'Inner Diameter': '3""', 'Outer Diameter': '1""', 'Thickness': '15mm', 'Material': 'STAINLESS STEEL 304', 'Pressure Rating': '300 PSI'}","Inner Diameter: 3"" | Outer Diameter: 1"" | Thickness: 15mm | Material: STAINLESS STEEL 304 | Pressure Rating: 300 PSI",31180047,657,CNMC-000657,True,83.6,657,IOCL,IO000657,"METAL JACKETED TYPE SEAL Inner Diameter:3"""
430,CPCL,CP000430,Pumps,PUMP,POSITIVE DISPLACEMENT,PUMP (POSITIVE DISPLACEMENT) Power:100HP,NOS,"{'Flow Rate': '50 M3/H', 'Head': 'NORMAL', 'Power': '100HP', 'Speed': 'STD', 'Impeller Material': 'CARBON STEEL'}",Flow Rate: 50 M3/H | Head: NORMAL | Power: 100HP | Speed: STD | Impeller Material: CARBON STEEL,40150077,430,CNMC-000430,True,88.7,431,IOCL,IO000431,PUMP POSITIVE DISPLACEMENT TYPE Power:100HP
897,HPCL,HP000897,Fasteners,NUT,HEX HEAD,NUT HEX HEAD HEAVY,KG,{},,31160062,897,CNMC-000897,False,49.2,326,CPCL,CP000326,"NUT (HEX HEAD) Diameter:8"""
711,NTPC,NT000711,Instruments,PRESSURE GAUGE,SMART,"PRESSURE GAUGE, SMART Accuracy:HEAVY",NOS,"{'Range': '0-25 BAR', 'Accuracy': 'HEAVY', 'Output Signal': 'HIGH', 'Process Connection': 'HIGH', 'Housing Material': 'STAINLESS STEEL 304'}",Range: 0-25 BAR | Accuracy: HEAVY | Output Signal: HIGH | Process Connection: HIGH | Housing Material: STAINLESS STEEL 304,41000061,711,CNMC-000711,False,62.5,712,CCL,CC000712,PRESSURE GAUGE-SMART Process Connection:HIGH
853,IOCL,IO000853,Gaskets & Seals,PACKING,GRAPHITE,PACKING GRAPHITE HEAVY,NOS,{},,31180089,853,CNMC-000853,False,44.4,596,CPCL,CP000596,"PACKING, GRAPHITE Thickness:8mm"
210,CPCL,CP000210,Bearings,BEARING,THRUST,"THRUST TYPE BEARING Inside Diameter:4""",NOS,"{'Inside Diameter': '4""', 'Outside Diameter': '3""', 'Width': '12mm', 'Load Rating': '100HP', 'Seal Type': 'HEAVY'}","Inside Diameter: 4"" | Outside Diameter: 3"" | Width: 12mm | Load Rating: 100HP | Seal Type: HEAVY",31170062,210,CNMC-000210,True,81.7,212,IOCL,IO000212,"THRUST TYPE BEARING Outside Diameter:3"""
193,ONGC,ON000193,Valves,VALVE,GLOBE,VALVE (GLOBE) Temperature Rating:15HP,NOS,"{'Size': '1/2""', 'Pressure Rating': '1500 PSI', 'Body Material': 'CARBON STEEL', 'End Connection': 'HIGH', 'Temperature Rating': '15HP'}","Size: 1/2"" | Pressure Rating: 1500 PSI | Body Material: CARBON STEEL | End Connection: HIGH | Temperature Rating: 15HP",40140061,190,CNMC-000190,True,100.0,190,NTPC,NT000190,VALVE-GLOBE Temperature Rating:15HP
673,HPCL,HP000673,Instruments,TEMPERATURE TRANSMITTER,PNEUMATIC,TEMPERATURE TRANSMITTER (PNEUMATIC) Housing Material:CARBON STEEL,NOS,"{'Range': '0-10 BAR', 'Accuracy': 'LIGHT', 'Output Signal': 'HEAVY', 'Process Connection': 'HEAVY', 'Housing Material': 'CARBON STEEL'}",Range: 0-10 BAR | Accuracy: LIGHT | Output Signal: HEAVY | Process Connection: HEAVY | Housing Material: CARBON STEEL,41000059,672,CNMC-000672,True,100.0,672,NTPC,NT000672,temperature transmitter-pneumatic housing material:carbon steel
292,IOCL,IO000292,Bearings,BEARING,BALL,"BEARING-BALL Outside Diameter:3""",NOS,"{'Inside Diameter': '4""', 'Outside Diameter': '3""', 'Width': '20mm', 'Load Rating': '10HP', 'Seal Type': 'NORMAL'}","Inside Diameter: 4"" | Outside Diameter: 3"" | Width: 20mm | Load Rating: 10HP | Seal Type: NORMAL",31170062,292,CNMC-000292,False,80.0,293,HPCL,HP000293,"BALL TYPE BEARING Outside Diameter:3"""
452,IOCL,IO000452,Pumps,PUMP,MULTISTAGE,"PUMP, MULTISTAGE Power:10HP",EACHS,"{'Flow Rate': '200 M3/H', 'Head': 'STD', 'Power': '10HP', 'Speed': 'LIGHT', 'Impeller Material': 'STAINLESS STEEL 304'}",Flow Rate: 200 M3/H | Head: STD | Power: 10HP | Speed: LIGHT | Impeller Material: STAINLESS STEEL 304,40150077,420,CNMC-000420,True,87.1,447,HPCL,HP000447,MULTISTAGE PUMP Power:10HP
676,HPCL,HP000676,Instruments,LEVEL SWITCH,ELECTRONIC,ELECTRONIC TYPE LEVEL SWITCH Accuracy:HIGH,EACH,"{'Range': '0-16 BAR', 'Accuracy': 'HIGH', 'Output Signal': 'STD', 'Process Connection': 'HEAVY', 'Housing Material': 'STAINLESS STEEL 316'}",Range: 0-16 BAR | Accuracy: HIGH | Output Signal: STD | Process Connection: HEAVY | Housing Material: STAINLESS STEEL 316,41000004,676,CNMC-000676,False,79.4,675,CCL,CC000675,"LEVEL SWITCH, ELECTRONIC Accuracy:HIGH"
560,BHEL,BH000560,Electrical,SWITCH,HV,SWITCH HV TYPE Current Rating:5HP,METER,"{'Voltage': '11KV', 'Current Rating': '5HP', 'Power Rating': '5KW', 'Conductor Material': 'ALLOY STEEL', 'Insulation Type': 'HEAVY'}",Voltage: 11KV | Current Rating: 5HP | Power Rating: 5KW | Conductor Material: ALLOY STEEL | Insulation Type: HEAVY,26000002,560,CNMC-000560,False,67.0,559,BPCL,BP000559,SWITCH HV TYPE Insulation Type:HEAVY
486,IOCL,IO000486,Pumps,PUMP,POSITIVE DISPLACEMENT,"PUMP, POSITIVE DISPLACEMENT Head:NORMAL",NOSS,"{'Flow Rate': '25 M3/H', 'Head': 'NORMAL', 'Power': '15HP', 'Speed': 'HEAVY', 'Impeller Material': 'STAINLESS STEEL 316'}",Flow Rate: 25 M3/H | Head: NORMAL | Power: 15HP | Speed: HEAVY | Impeller Material: STAINLESS STEEL 316,40150077,486,CNMC-000486,True,100.0,490,GAIL,GA000490,"PUMP, POSITIVE DISPLACEMENT Head:NORMAL"
545,BHEL,BH000545,Electrical,MOTOR,CONTROL,control type motor conductor material:stainless steel 304,EACH,"{'Voltage': '33KV', 'Current Rating': '10KW', 'Power Rating': '20HP', 'Conductor Material': 'STAINLESS STEEL 304', 'Insulation Type': 'NORMAL'}",Voltage: 33KV | Current Rating: 10KW | Power Rating: 20HP | Conductor Material: STAINLESS STEEL 304 | Insulation Type: NORMAL,26000034,545,CNMC-000545,True,93.0,547,HPCL,HP000547,CONTROL MOTOR Conductor Material:STAINLESS STEEL 304
632,GAIL,GA000632,Gaskets & Seals,PACKING,SPIRAL WOUND,"PACKING-SPIRAL WOUND Inner Diameter:3""",EACHS,"{'Inner Diameter': '3""', 'Outer Diameter': '8""', 'Thickness': '10mm', 'Material': 'STAINLESS STEEL 304', 'Pressure Rating': '2500 PSI'}","Inner Diameter: 3"" | Outer Diameter: 8"" | Thickness: 10mm | Material: STAINLESS STEEL 304 | Pressure Rating: 2500 PSI",31180089,632,CNMC-000632,True,100.0,634,CCL,CC000634,"PACKING, SPIRAL WOUND Inner Diameter:3"""
